ccl4_10w_vs_ccl4_6w_a2b	ccl4_10w_vs_ccl4_6w_b2a	ccl4_10w_vs_ctrl_10w_a2b	ccl4_10w_vs_ctrl_10w_b2a	ccl4_18w_vs_ccl4_10w_a2b	ccl4_18w_vs_ccl4_10w_b2a	ccl4_18w_vs_ccl4_6w_a2b	ccl4_18w_vs_ccl4_6w_b2a	ccl4_18w_vs_ctrl_18w_a2b	ccl4_18w_vs_ctrl_18w_b2a	ccl4_6w_vs_ctrl_6w_a2b	ccl4_6w_vs_ctrl_6w_b2a	ctrl_10w_vs_ctrl_6w_a2b	ctrl_10w_vs_ctrl_6w_b2a	ctrl_18w_vs_ctrl_10w_a2b	ctrl_18w_vs_ctrl_10w_b2a	ctrl_18w_vs_ctrl_6w_a2b	ctrl_18w_vs_ctrl_6w_b2a
		0.18				1.41		0.33		-0.34						0	
		-0.82				-1.34		1.17		-0.16						0	
		0.04				2.75		-0.06		-0.01						-0.06	
		-0.03				0		0.88		3.8						-1.91	
		1.44				1.14		4.96		-0.1						0	
		1.14				4.39		0.01		0.91						0.97	
		1				0.15		0.85		0.91						0	
		-0.08				-1.28		-0.39		1.3						-0.37	
		-0.07				0		0.43		-0.12						-0.37	
		-0.72				0		2.47		0.26						0	
		1.52				-0.55		0.85		0.76						-2.41	
		-0.17				2.07		1.06		-0.33						0.01	
		0.36				-0.04		0.01		-0.08						-0.97	
		0.36				-0.04		1.44		0.12						-1.04	
		-0.25				2.44		-0.15		0.39						-1.88	
		0				2.44		0.37		1						0	
		1.4				2.97		0.31		-0.09						-0.96	
		1.4				-3.73		0.16		0.68						0	
		1.11				1.9		-1.06		-0.02							
		-0.64				1.26		1.07		-0.02							
		0.68				-0.07		1.07		-0.02							
		0				-0.07		-0.47		1.53							
		-0.06				-1.52		0.2		-0.21							
		-0.53				0.4		0.07		-0.87							
		-0.67				1.08		-3.2		1.37							
		-0.54				4.43		-3.2		-0.74							
		-0.79				0.11		-0.34		-0.23							
		0.41				4.42		-0.04		1.11							
		-0.04				4.42		-0.89		0.7							
		1.24				4.42		4.95		1.4							
		-0.25				0.74		-0.89		-5.03							
		1.33				3.47		-0.38		3.34							
		-0.32				0.64		3.86		0							
		-0.91				1.26		3.9		0.11							
		0.21				-0.82		0.57		-1.68							
		0.07				0.65		-1.28		1.34							
		0.09				-1.18		0.26		0							
		0.33				3.51		1.97		-0.53							
		0.2				-1.28		3.82		0							
		-0.04				2.09		-0.1		0							
		-0.6				-0.31		-0.28		-1.59							
		-0.26				1.34		3.8		0							
		-0.6				-0.1		-0.09		0							
		-0.15				0.78		0.01		0							
		0.48				3.59		-0.2		-0.34							
		0.02				0.79		-0.72		-3.35							
		0.94				1.71		-0.78		3.65							
		-1.5				2.44		0.1		3.65							
		-0.59				2.52		0.64		-0.51							
		0.69				1.79		6.81		-1.89							
		0.69				1.03		1.58		0.33							
		-0.92				-3.44		0.86		-1.38							
		0.52				-0.51		1.85		0.58							
		0.14				3.08		-1.51		0.58							
		0.8				1.24		3.31		0.96							
		0.8				4.05		-0.55		-1.94							
		-1.4				3.93		-0.22		-2.14							
		-0.8				-1.73		0.68		-2.14							
		0.04				-2.26		0.02		-2.14							
		1.12				2.64		2.94		-1.42							
		-1.76				0.4		-0.38		2.62							
		-1.11				3.22		0.4		1.89							
		0.73				-1.28		1.37		-1.38							
		-0.79				1.11		2.09		0							
		1.53				0.08		2.3		0							
		0.46				-2.24		2.44		-0.07							
		0.69				0.4		0.11		4.13							
		-0.02				-0.05		-6.03		0							
		-0.13				4.1		-0.27		1.06							
		0.8				0.12		-0.27		1.91							
		1.27				0		-0.2		0.05							
		0.93				-0.62		0.45		1.88							
		-0.58				0.4		0.6		0							
		0.16				0.89		0.2		0							
		-1.28				1.19		-0.2		0							
		2.15				0.59		-0.29		0							
		0.13				-0.68		-0.45		0							
		-0.02				1.78		-0.06		0.47							
		-0.55				1.78		0.1		1.31							
		-0.11				0.63		-0.77		-2.34							
		0.53				4.1		1.13		3.34							
		-0.39				1.71		4.27		-1.3							
		-0.71				-0.66		4.81		0							
		-1.36				-1.34		2.66		1.28							
		-1.55				1.85		-0.39		-1.42							
		4.31				-0.76		-0.22		-2.92							
		0.66				0		-0.22		-0.52							
		1.4				0		-0.09		-0.52							
		3.25				0.58		-0.58		1.28							
		0.63				0.4		0.52		2.63							
		0.63				1.08		0.5		0							
		-0.23				2.21		-0.31		-3.65							
		1.25				-1.17		0.52		-0.46							
		0.44				-2.65		1.14		1.99							
		-0.48				0.4		1.14		0.81							
		-0.3				-1.34		1.56		0.51							
		-0.41				-1.34		1.56		1.44							
		1.43				2.4		1.42		1.29							
		0.32				0.28		-0.98		-1.42							
		0.33				0.38		-0.92		1.75							
		0.14				3.77		0.3		0							
		0.78				0		-0.98		-1.42							
		0.87				0		0.42		1.99							
		-0.38				0		-0.01		-4.93							
		-0.81				-0.13		-6.57		1.99							
		0.36				3.05		-2.01		0							
		1.1				0.87		4.3		-2.35							
		0.52				-1.23		1.46		0.5							
		-0.02				2.21		-0.27		1.28							
		0.62				-3.83		-0.2		0.75							
		-0.77				1.09		1.66		0.28							
		-1				1.56		-0.25		0.5							
		0.42				0.6		-0.01		1.46							
		-0.37				1.08		0.87		-0.93							
		0.69				1.64		-0.61		-1.42							
		-0.6				3.09		-0.58		1.29							
		-1.49				0		0.97		-4.14							
		0.25				0.4		-2.71		0.5							
		-0.03				2.31		1.7		-0.6							
		-0.74				-2.07		-3.21		0.44							
		0.06				1.64		7.27		-1.42							
		-0.89				2.03		0.28		1.46							
		1.41				1		0.28		1.93							
		-0.01				0		-1.98		0.48							
		0.48				1.98		1.43		-1.42							
		-0.56				-2.07		0.73		2.64							
		-0.75				1.34		-1.58		3.88							
		0.4				-0.56		-1.58		-1.42							
		1.23				2.08		-3.58		0.5							
		-0.46				0.12		-0.35		-0.44							
		0.33				2.53		-1.21		0							
		-0.1				-1.74		-0.09		0.65							
		0.7				1.06		-0.19		-0.46							
		-0.47				0		-1.43		0.2							
		-0.93				1.54		-1.2		0							
		0.15				0		0.31		-2.07							
		3.57				-2.24		0.7		3.54							
		0.3				-3.73		-1.5		0							
		0.9				0.41		1.46		3.34							
		0.58				1.12		1.45		0							
		2.6				3.14		-0.25		0							
		-0.67				1.11		0.17		-0.46							
		0.14				1.06		0.17		1.3							
		2.46				-1.1		1.68		-3.24							
		0.7				0.04		0.18		-0.52							
		0.37				1.14		1.21		-3.36							
		-1.01				1.65		0.76		0.44							
		-0.04				2.04		0.24		0							
		0.52				-0.56		-0.8		0.8							
		0.66				-2.06		-0.8		1.28							
		0.4				0.4		-5.98		2.14							
		0.29				2.12		-0.28		0							
		-0.21				0		7.87		1.46							
		2.23				0		-0.49		-1.49							
		-0.19				0		0.42		0.26							
		-1.14				-2.24		1.19		0							
		-1.9				-1.28		1.15		0.5							
		-0.8				0.4		1.15		-1.44							
		-0.08				-0.56		0.9		0							
		0.18				1.54		-0.43		0							
		0.4				0		1.12		0							
		-0.2				4.67		2.92		0.33							
		0.47				0.13		1.45		-0.37							
		-0.06				-1.92		-0.22		1.36							
		1.19				0.92		-2.15		-0.32							
		1.34				-0.56		-0.13		1.29							
		0.33				1.08		-1.53		1.22							
		0.54				0.69		-0.21		1.45							
		-0.23				1.06		2.96		1.45							
		-0.9				1.18		-6.25		0							
		0.3				0		-0.26		0.27							
		2.51				0		0.27		0							
		-0.11				-3.06		0.93		-0.91							
		0.08				1.15		-0.75		-0.36							
		-1.35				1.08		-0.39		0							
		0.13				0.99		0.01		0.5							
		0.39				1.56		-0.5		-1.15							
		-0.07				-0.03		0.03		0							
		2.16				0.3		-0.29		1.91							
		5.38				-0.1		2.81		-2.26							
		0.48				0.89		-1.59		0.9							
		-0.67				0.31		0.78		0							
		1.7				1.94		1.99		-2.44							
		1.17				3.67		0		3.62							
		0.22				3.54		-0.45		-0.24							
		1.44				1.5		-1.26		-0.76							
		-1.59				-0.38		0.59		0							
		-0.25				0.95		-0.39		1.72							
		0.15				0.13		-0.61		0							
		2.18				-0.15		0.65		2.45							
		0.69				0.4		0.54		2.45							
		-0.95				0.12		-0.47		1.79							
		0.51				0.69		-0.46		2.31							
		0.15				0		0.44		0							
		-0.43				1.19		-0.7		1.99							
		0.63				0.27		1.38		1.69							
		1.45				-1.28		-0.43		0.95							
		-0.47				3.41		-1.41		3.75							
		-0.3				-1.28		0.6		0							
		-0.61				1.72		1.49		0							
		-0.04				-1.34		-1.12		1.02							
		-0.2				-0.22		0.22		0.5							
		1.64				1.64		-0.47		1.9							
		-0.79				-0.1		-1.51		0.5							
		-0.12				-2.24		-0.67		2.82							
		0.7				1.86		-0.23		-1.3							
		-0.23				3.8		3.53		0							
		0.88				1.08		-0.8		0.29							
		-0.62				1.08		1.98		0.29							
		0.33				-0.12		1.99		0							
		3.62				-0.83		0.98		0.5							
		0.68				-1.23		2.15		0.5							
		0.01				0		0.57		0							
		0.2				1.06		-0.62		2.92							
		-0.36				-2.06		1.42		-1.42							
		0.3				0.67		0.95		3.65							
		1.73				1.08		2.24		0.5							
		0.02				1.34		-0.52		1.87							
		-0.64				3.05		0.92		0.77							
		2.49				0.19		-3.69		0							
		-1.35				1.87		-0.53		0							
		0.6				3.78		1.21		1.87							
		0.95				-0.56		0.34		0							
		2.21				2.08		-6.41		-3.55							
		0.01				-0.74		0.62		1.29							
		1.4				-1.02		-0.41		1.29							
		-0.13				0		1.05		2.6							
		0.08				1.14		-0.21		1.02							
		0.42				-0.75		-1.2		3.37							
		-0.07				1.24		-0.38		-0.46							
		-0.07				1.08		-0.54		-2.26							
		-0.42				-0.25		0.49		0							
		-0.8				0.81		0.62		0.5							
		-0.36				-2.07		-0.77		-1.35							
		-0.54				1.08		-0.84		1.39							
		-0.52				1.55		-0.18		1.28							
		-0.52				-3.38		-1.83		0							
		-0.25				0.52		0.22		0.17							
		0.33				0.4		0.13		1.93							
		0.33				2.22		0.35		0							
		0.33				1.56		-0.08		0.5							
		0.33				-3.48		0.24		2.28							
		-0.1				2.5		1.22		-0.87							
		-0.28				1.76		-1.37		0							
		0.61				-0.63		-0.4		1.89							
		1.88				1.12		1.08		0.48							
		-0.17				-2.27		1.67		3.47							
		1.54				-0.7		0.26		0.49							
		1.54				-2.06		-1.62		0.17							
		2.11				1.12		0.91		1.29							
		0.08				0.92		-0.46		0.49							
		-0.15				-1.94		-1.36		-2.26							
		-0.15				0.4		-0.06		0.5							
		-0.38				0		-0.09		0.5							
		-0.39				1.71		0.08		0.5							
		0.97				-1.28		0.19		0							
		0.81				-2.07		0.76		-1.46							
		-0.56				0.4		2.94		-1.42							
		0.24				1.08		0.37		0.5							
		1.13				-3.39		-1.64		-1.43							
		0.12				-2.77		1.07		-1.54							
		1.52				-2.05		5.64		3.47							
		-0.04				0.6		-0.11		1.9							
		-0.04				2.15		0.04		-1.42							
		-0.04				1.95		-1.16		0							
		-0.04				2.15		0.32		0.5							
		-0.04				0.4		-2.15		1.33							
		-0.04				0.4		0.25		-1.42							
		2.31				-1.28		-0.03		0							
		-0.9				-1.1		2.51		0							
		1.82				1.95		-0.83		0.5							
		0.18				1.91		-3.08		0							
		0.08				1.06		0.07		0							
		0.24				0.83		-0.22		-1.37							
		1.65				2.21		0.67		0							
		-0.11				-0.27		-0.54		-2.26							
		2.04				1.83		2.07		0.05							
		-0.06				-0.46		0.14		-1.19							
		-0.55				1.13		1.4		0.5							
		-1.25				1.13		0.79		3.04							
		0				-0.06		1.6		1.29							
		-1.25				0		1.87		1.29							
		0.67				1.53		2.82		-2.34							
		-0.76				-0.84		0.18		0.5							
		-0.76				0.4		-1.48		-0.46							
		0				2.21		-0.26		-2.34							
		0				-2.77		0.51		0.5							
		1.89				-0.31		-2.73		1.29							
		0				1.06		1.21		1.88							
		1.4				-0.23		-0.03		2.89							
		0				-2.3		-0.45		-2.34							
		-1.25				1.12		-2.48		-2.93							
		-1.25				1.73		-0.18		0							
		0.35				1.73		-0.79		0							
		-0.27				2.24		0.49		0							
		-0.27				1.08		0.7		0							
		-1.27				0		-2.66		0.5							
		2.77				2.3		0.65		0							
		-2.74				1.06		-0.34		0							
		2.14				1.27		2.81		0.5							
		1.43				0		5.51		-2.35							
		2.21				1.56		-0.12		0							
		-1.25				1.56		-0.12		0							
		-1.25				0.53		0.86		0							
		1.1				0.88		0.12		0							
		1.1				-1.31		1.73		1.87							
		-0.29				-1.82		-0.92		0							
		-1.25				0.4		1.41		1.87							
		1.47				1.4		0.52		-0.46							
		1.47				-2.06		-0.8		-1.3							
		1.47				1.62		-2.15		-0.46							
		2.62				0.4		2.41		0.5							
		0				0.97		-0.37		-1.42							
		2.9				-0.56		0.55		1.43							
		0				-1.28		-0.21		0							
		0				-2.07		0		1.87							
		0				2.32		0.32		0							
		0				1.79		-0.07		0							
		-1.95				-0.75		2.03		0.28							
		1.02				1.83		0.2		0.5							
		0				2.93		1.95		2.96							
		0				0.28		0.69		1.85							
		0				-1.42		-1.23		3.15							
		0.34				-3.52		-0.15		0							
		0.67				1.2		-0.5		0.5							
		0.67				-3.85		-0.67		-0.26							
		0.36				-1.38		-0.67		0.38							
		0.47				-2.66		0.46		0							
		0				0.6		0.46		0							
		-0.4				-2.07		0.46		0.5							
		0				2.98		0.46		0							
		-0.31				0		0.46		0.5							
		0.67				0.3		0.46		1.44							
		0.67				5.39		0.46		-0.46							
		1.55				1.08		-0.65		1.28							
		1.55				-0.56		-0.88		0.5							
		1.69				2.13		-0.19		1.73							
		1.49				0.77		-0.57		0							
		0				-2.09		1.17		-1.15							
		0				0.28		1.17		0.53							
		0.67				-1.39		3.04		0							
		1.4				-1.8		-0.38		2.47							
		1.4				3.09		1.45		-1.42							
		-1.25				0.4		-0.4		0							
		0.33				0		-1.15		0							
		0.67				0.4		-1.6		2.47							
		0				-0.7		0.31		-2.91							
		0.67				0.4		2.36		0.5							
		1.4				0.4		3.94		0.5							
		-2.96				-3.58		7.02		-3.94							
		0				0		0.02		1.61							
		0.67				-2.1		0.01		-1.28							
		-2.45				0.12		4.83		0							
		-2.45				2.94		2.49		-0.46							
		0				-2.33		-0.89		0							
		-1.72				0		-0.89		0							
		-1.72				0		-0.89		1.46							
		0				0.4		-0.89		0							
		0				2.37		-0.89		-0.02							
		-2.2				1.37		0.39		1.46							
		-0.29				3.41		3.84		-0.46							
		1.14				1.66		-0.56		-3.9							
		-1.25				0.07		1.38		-1.77							
		0.67				2.14		0.9		0.49							
		3.61				0		-0.59		-0.46							
		0.67				0.68		-0.14		-0.35							
		0				-0.67		2.32		-2.3							
		0				2.07		-0.42		0							
		-1.2				1.72		-0.41		0.5							
		-0.29				0.4		1.91		0							
		2.22				0.18		0.32		-0.14							
		-1.25				-1.57		0.31		0							
		1.34				-0.62		-0.76		-2.84							
		0				1.99		-0.47		0.41							
		2.06				-1.09		-1.08		2.38							
		0				1.97		0		1.29							
		0				-1.28		0		0							
		0				2.36		2.16		-0.46							
		0.72				0.75		-2.67		-1.31							
		1.53				-1.68		3.03		1.87							
		1.71				2.71		2.1		0							
		0				0.38		2.1		1.03							
		0.67				0.71		-0.1		-1.3							
		2.23				3		-0.1		-1.81							
		0				-0.31		3.89		0							
		0.67				0.25		3.46		-0.59							
		0				1.07		0		0							
		0				-2.06		4.05		1.29							
		-1.25				0.4		2.09		1.86							
		0.67				0.41		3.63		1.34							
		1.54				0.95		0.9		-1.94							
		0.67				1		-2.57		-3.66							
		0.67				-1.85		-0.3		0							
		1.19				1.98		3		-0.46							
		1.55				1.98		3		-1.38							
		-1.25				1.55		1.45		-2.01							
		-0.93				-1.17		1.06		-1.42							
		2.48				0.6		1.06		0							
		0				1.99		4.55		1.9							
		0.68				1.56		1.5		0							
		2.39				-2.92		4.4		0							
		0				-1.22		2.95		0							
		0				1.71		2.94		-2.38							
		-0.29				0.4		3.32		3.05							
		0.67				1.53		0		0.32							
		0.67				0.67		0		1.29							
		0				0.4		0		0.5							
		0				0		3.28		-0.38							
		-1.25				0.4		-1.74		-1.35							
		-2.17				-0.12		4.06		0							
		-1.83				-0.66		4.06		-1.42							
		-0.29				-0.19		5.54		1.48							
		1.05				1.29		4		-2.93							
		3.41				-2.06		4		-2.26							
		-0.66				-3.06		2.1		0							
		-2.17				1.12		1.43		2.24							
		-3.18				1.08		2.34		0							
		4.34				-1.32		0.77		-3.3							
		0.67				1.06		0.62		2.7							
		0.96				0.16		5.07		-2.35							
		-0.29				1.53		2.62		-0.46							
		-0.23				2.04		3.08		0.11							
		3.47				-1.78		2.88		0.68							
		0				-0.18		3.06		0							
		0.67				-0.95		1.23		0.59							
		-2.13				1.32		1.23		0.5							
		2.75				-0.84		0		2.68							
		2.55				0.4		2.61		-1.34							
		-1.25				0.43		4.23		0.11							
		-1.93				2.68		-0.06		0							
		-0.31				0		-0.06		0							
		0.67				2.21		2.27		-1.89							
		0.36				-2.11		-0.92		-0.51							
		-1.25				-1.84		0.3		3.29							
		-0.28				-1.28		0.62		-0.46							
		-1.25				-1.1		2.39		0.29							
		0				-0.78		5.89		1.29							
		-2.2				-2.05		1.15		-3.34							
		0.67				-2.05		-3.25		1.88							
		-0.29				1.47		-3.25		0							
		0.54				2.22		0.48		-2.26							
		0.67				2.75		5.04		-2.26							
		-0.81				-0.51		5.04		-1.97							
		-2.52				-0.68		3.54		0							
		3.14				0.1		0.79		1.99							
		3.14				0		2.17		3.09							
		-2.69				2.16		1.5		0							
		4.02				-2.07		1.66		0							
		2.39				1.69		1.66		-0.46							
		0				1.07		-0.06		0							
		0.49				1.59		-3.26		1.02							
		0				-1.46		4.83		0							
		0				-0.98		1.5		0							
		0.58				-1.97		-1.94		0							
		-2.14				-2.64		-2.43		-0.44							
		-2.51				-1.6		4.48		1.99							
		-2.52				2.09		5.34		0.5							
		0				1.79		2.92		3.1							
		-1.19				0.4		-1.02		0.5							
		1.47				-0.39		-2.67		-0.95							
		0				2.01		-0.06		1.98							
		-1.25				1.7		2.6		1.13							
		1.18				0.3		-1.12		0.39							
		-1.25				1.3		-1.12		1.87							
		0.88				0.03		0.66		-0.54							
		0				1.87		0		1.28							
		0				-2.06		3.94		-0.4							
		0				-2.99		-0.02		-0.86							
		-2.15				-1.43		-0.06		-0.46							
		3.64				-1.63		-0.06		0							
		3.64				1.24		1.72		-2.31							
		0				0		0		0.5							
		0.67				0.29		1.25		2.15							
		0.67				0.76		-0.06		0.33							
		0				1.52		2.13		1.28							
		0.72				0.15		2.13		0.5							
		0				-0.29		2.13		0.15							
		0				0		3.47		-1.42							
		0				2.09		0.77		3.09							
		-1.25				-1.28		0.77		1.28							
		0				-0.53		-1.79		0							
		2.58				2.88		1.3		0.5							
		0				1.08		1.3		-3.34							
		0				-0.42		0.6		1.87							
		-2.17				0.73		2.7		0							
		0.3				-0.34		-0.06		-0.55							
		-0.26				-2.4		-0.08		2.31							
		1.46				-1.28		-1.56		1.25							
		0				-2.06		5.38		0.5							
		0				1.72		0		1.84							
		3.38				1.42		-2.68		-0.45							
		2.21				-0.47		2.48		0							
		0				1.72		2.52		0.27							
		0.67				-2.39		-0.2		0.5							
		-2.73				-0.56		0		0							
		1.62				-0.56		2.51		0							
		-2.16				0		0		0							
		0				3.16		3.73		1.33							
		-1.18				-0.62		-1.27		-0.46							
		0				0.4		1.16		1.88							
		0.67				0.4		1.25		0.75							
		2.5				-2.65		0.62		1.46							
		1.62				-1.48		3.11		-2.02							
		-2.1				0.57		-1.36		-0.95							
		0.67				-0.47		-0.06		-0.82							
		3.35				1.06		1.57		0.5							
		0				1.79		0		0.5							
		2.63				0		3.96		-1.89							
		0.67				-2.93		3.96		-1.26							
		0				-2.93		3.08		5.05							
		-1.25				0.33		0.19		1.28							
		-0.29				-0.78		3		-1.42							
		0.67				0		4.36		1.28							
		0				3.75		4.28		0							
		0.34				1.9		1.87		0							
		0				2.53		0.96		0.5							
		0				-0.15		3.3		-0.53							
		0				-0.26		-1.14		-2.93							
		2.14				-1.28		4.83		0							
		0				0.21		0		0.5							
		0				-1.32		2.9		-1.42							
		2.23				-3.94		0.55		-1.39							
		0.81				-0.07		0		0.36							
		-0.36				2.1		3.16		-0.81							
		0				0.4		0.14		0.5							
		1.34				0		0.67		0							
		2.39				-1.72		1.17		-1.58							
		1.52				0.46		0		-0.1							
		-1.14				0		0.16		2.2							
		-2.75				1.83		1.83		0							
		2.63				-0.56		-0.71		1.97							
		2.02				2.18		2.22		0							
		-2.52				2.83		3.13		1.3							
		-1.43				0		1.51		0.9							
		-0.92				-1.28		3.89		-2.67							
		0				0.5		1.24		-0.46							
		2.52				-1.03		2.62		2.31							
		0				1.53		2.62		0							
		-2.21				-0.56		1.32		0.07							
		0				3.32		-2.03		0							
		0				2.14		1.14		0.5							
		0				0.9		3.58		1.87							
		0				-1.11		0		0.5							
		0				0.4		0.37		0							
		1.4				2.21		-4.23		-0.46							
		0.17				-0.19		-0.76		1.29							
		1.4				-1.28		3.59		0.5							
		0.45				0.99		3.46		1.34							
		1.07				2.44		1.59		1.87							
		0.9				-0.66		2.17		1.49							
		2.61				-1.28		-1.02		1.56							
		2.71				0.6		2.76		2.61							
		0				0.17		-0.03		-1.42							
		0				-1.28		-0.73		1.33							
		0				-1.92		0		0.46							
		0.67				2.14		-0.06		0.5							
		-1.26				1.53		0.67		1.29							
		1.98				-1.09		3.64		-0.5							
		-3.95				1.11		-0.34		0.94							
		0				2.24		0		0							
		0.03				1.32		-0.06		-1.31							
		-2.16				-1.35		0.12		0.71							
		0				-2.43		0.62		0.5							
		0				1.24		0.25		0							
		-0.36				-1.99		-0.06		2.6							
		0				-0.12		1.06		0.5							
		0				0.4		0.18		1.52							
		0				0.44		1.18		1.87							
		3.42				2.21		4.3		2.83							
		-2.06				-0.83		-1.95		-2.67							
		1.15				3.34		-0.06		0.5							
		0				2.04		-0.06		-0.19							
		-2.16				-1.43		1.39		-0.46							
		0				-0.08		3.08		-1.7							
		0				1.76		0.81		-1.11							
		-1.2				-0.65		0.17		-1.96							
		0.67				0.99		3.66		-2.84							
		-1.21				0.99		3.66		0							
		0				1.08		1.83		0							
		2.66				1.12		-0.63		0							
		0				-0.02		1.88		-1.42							
		0				-1.28		-0.06		-0.44							
		0				-0.56		1.49		-0.58							
		0				-0.58		0.19		0							
		0				-0.63		1.74		0							
		0				-0.65		-1.25		0.27							
		0				0.12		-0.06		0							
		0				-0.56		-4.16		2.03							
		0				0.12		1.78		-1.73							
		0				0.42		-0.29		0.5							
		0				-0.42		4.44		0.5							
		0				-2.65		2.16		0							
		0				-0.95		2.28		-3.28							
		0				1.79		1.59		3.05							
		0.67				0.77		-0.34		0							
		1.53				-0.66		3.31		1.28							
		1.62				-2.06		0		1.99							
		0				-1.28		3.99		2.16							
		1.98				1.07		0		-0.46							
		0.4				-0.56		-1.74		-2.34							
		-1.25				0.12		0.29		0.77							
		3.57				2.48		0.29		0.5							
		-1.25				0		2.29		0.87							
		0.94				-1.28		-1.11		0.47							
		0.67				2.29		1.44		-0.21							
		-0.29				2.56		1.74		-3.35							
		0				1.24		0.14		-2.62							
		0				1.87		-1.95		-0.44							
		1.4				-0.19		0.79		0							
		0				1.12		2.97		2.22							
		0.93				0.75		1.55		0							
		-0.29				-2.07		-0.06		0.5							
		0.67				-0.21		5.48		-0.46							
		3.16				1.63		0.62		1.25							
		3.31				0.4		1.18		0.96							
		-1.25				0		1.56		1.89							
		0.02				0.53		-3.26		1.59							
		1.65				-0.33		2.11		-2.35							
		1.23				0.4		-0.06		-0.9							
		0				0.16		-0.71		1.87							
		0				1.9		-0.71		0							
		0				3.61		5		0.34							
		2.71				1.79		-1.95		0.08							
		0				-2.06		0		-1.9							
		-2.1				1.29		1.18		0							
		-1.02				1.74		0.6		0.5							
		0				-1.07		-0.8		-0.45							
		0				1.59		0		0							
		0				0.4		3.2		-1.31							
		0.66				0.4		-0.06		1.46							
		0.67				-0.79		0.62		1.29							
		-0.95				-2.65		3.25		-1.11							
		0				1.45		2.06		0.5							
		-1.25				-0.57		-1.39		0							
		0				1.63		0.6		0							
		0				2.7		-2.57		0.4							
		0				1.94		0.11		2.87							
		-1.25				0.32		0.86		-1.16							
		2.21				0.52		1.71		3.09							
		-1.33				0.4		-0.16		-0.16							
		1.52				0		0.56		-3.66							
		1.66				0.64		-0.35		0.5							
		-0.29				0.81		1.32		-0.26							
		-1.76				-0.21		1.09		0.5							
		0				0.4		1.32		3.1							
		0				0.4		-0.06		-3.67							
		1.62				-2.82		-0.06		-1.38							
		0				0.4		0.67		-1.11							
		0				2.34		0.67		-0.09							
		-3.16				0.32		3.27		-1.94							
		1.66				2.13		-2.68		-1.61							
		-2.14				5.22		1.57		1.29							
		0				0.4		-1.02		0.96							
		0.67				1.63		-0.06		2.99							
		1.28				-1.28		2.62		-1.42							
		-2.73				0.4		0		-2.3							
		-0.33				-2.07		-3.67		-2.3							
		0				-2.07		0		-1.42							
		-2.71				-1.28		0.67		1.31							
		-1.14				-1.67		0		2.09							
		0				0.4		-0.06		0.84							
		-0.26				2.25		0.56		0							
		0				-0.96		-1.74		0							
		0				0.83		-0.06		2.29							
		-2.14				0		-1.74		0.5							
		1.64				0.19		-1.74		-0.01							
		0				-2.34		-0.06		1.46							
		0				-2.06		-1.21		0.5							
		0				1.08		4.2		0.36							
		0.75				-1.28		0.45		0.33							
		-1.25				-0.85		-1.02		2.13							
		0.66				-1.3		2.39		1.64							
		0				-2.66		-0.06		0							
		-1.76				-0.5		0		1.3							
		0.67				-1.25		2.17		0							
		-0.97				0.85		-0.32		-0.55							
		-1.25				0.97		2.9		-1.97							
		0				-2.07		0.62		0							
		0				0		3.27		0.23							
		0.67				1.34		0.12		-1.34							
		-1.2				1.5		1.55		1.42							
		-1.09				2.42		0		0							
		0				-1.24		3.77		2.62							
		2.17				-1.24		0.62		-1.31							
		0.31				-2.06		1.33		-1.42							
		0				1.24		-0.8		-4.08							
		0				1.07		1.29		-0.59							
		-0.8				1.07		0.79		2.94							
		0.34				1.14		-0.14		-1.92							
		0.67				-3.39		2.58		0							
		1.69				-1.36		2.17		2.29							
		-0.63				0.21		-6.36		-2.35							
		0				1.24		-1.02		-0.46							
		0.67				0.57		-2.19		0							
		-1.25				1.06		0		0.5							
		0				0		2.41		0.21							
		0				-0.02		-1.55		-0.04							
		0				1.53		1.47		0.02							
		-1.25				0.12		3.21		-1.42							
		-1.25				0.09		3.21		1.34							
		0.44				-0.71		0		-2.7							
		-2.11				0.79		4.04		0							
		4.32				3.76		2.45		1.63							
		0				2.98		0.06		-1.9							
		0				0		2.12		1.47							
		-0.29				1.18		3.45		0.5							
		0				-0.77		0.06		0.65							
		-1.21				1.53		1.25		0.65							
		0				0.12		2.45		-0.05							
		0				-1.28		1.51		1.07							
		-1.25				5.5		-1.02		0							
		-1.25				-0.27		0.62		-0.01							
		1.59				1.24		1.18		0							
		0				2.39		0.66		0							
		0				-1.68		1.68		0							
		0				0.31		0.36		0.53							
		-0.29				2.69		-0.06		-2.06							
		1.65				-0.09		0		-0.57							
		0				-1.93		-0.06		0							
		0				1.81		0		0.62							
		0.66				0.29		-2.54		1.28							
		0.66				0.11		0.11		0.84							
		-1.45				-1.28		0		0							
		0				0		-1.12		0							
		-0.21				1.14		0		0							
		0				2.6		0		-3.15							
		0.5				3.39		-0.06		0							
		1.69				-2.07		-0.34		0							
		0				3.47		0		-1.42							
		0.67				3.14		4.27		-0.51							
		-2.16				-0.02		1.32		1.87							
		1.99				0.4		-1.02		0							
		0.67				2.43		0.67		0							
		0				0.01		0.33		0							
		0.67				-0.28		0.96		0							
		0				1.18		0.63		0.46							
		-2.73				0.4		2.18		1.63							
		1.4				0.4		0.43		1.46							
		0.67				-0.32		-1.15		0							
		0.67				2		4.8		1.46							
		0.17				0.4		3.33		-0.46							
